LIMIT_BAL,LIMIT_BAL_CAT,EDUCATION,MARRIAGE,AGE,AGE_CAT,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,AVG_PAYMENT,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
180000,moderate,graduateschool,single,31,midage,male,0,0,0,0,0,0,0,12805,11784,13589,15301,3169,5106,2000,2000,2000,1000,2000,1000,1
20000,low,highschool,married,51,senior,male,2,0,0,0,0,0,0,14815,15837,16852,17188,17546,17895,1264,1279,615,635,639,664,1
70000,moderate,university,single,26,young,male,2,2,2,2,0,0,1,46599,45578,48505,47427,48447,45145,0,4000,0,2000,1700,3000,1
80000,moderate,university,married,31,midage,female,0,0,-1,0,-1,-1,0,3601,-876,6440,2802,1290,4547,9,9242,0,1290,4547,1850,0
110000,moderate,university,married,35,midage,male,0,0,0,0,0,0,0,48131,73221,74341,50184,51412,49448,32123,3000,1800,2041,2069,3000,0
170000,moderate,university,married,40,senior,female,0,0,0,0,0,0,0,134496,143242,124103,115638,116430,118950,17400,5921,5700,4200,4400,4611,1
160000,moderate,university,married,25,young,female,0,0,0,0,0,0,0,116744,94894,97589,78487,78592,81326,4000,4500,3000,3000,4000,5000,1
40000,low,graduateschool,single,26,young,female,0,0,0,2,2,2,1,20936,20647,21561,18438,20619,17582,3000,4000,0,5000,0,8000,1
50000,low,highschool,single,27,young,male,0,0,-2,-2,-2,-2,-1,17500,0,0,0,0,0,0,0,0,0,0,0,1
430000,high,graduateschool,married,42,senior,male,-2,-2,-2,-2,-2,-2,-2,11362,11461,5741,8897,1350,10184,11461,5745,8935,1350,10184,4190,1
70000,moderate,university,married,48,senior,male,0,0,0,0,0,-1,0,50927,39883,32017,17630,9730,6400,2100,1217,500,0,6400,4590,0
290000,high,university,married,55,senior,female,1,-2,-1,-1,-1,2,0,0,166,2462,-150,1134,777,166,2462,150,1833,0,500,0
100000,moderate,university,single,27,young,female,0,0,2,0,0,0,0,21043,24372,23699,24794,26067,28630,4000,0,1794,2000,3000,1200,1
50000,low,highschool,married,53,senior,male,0,0,0,0,0,0,0,48684,49466,50544,25381,9652,9464,1974,2442,1669,330,1342,330,1
240000,high,university,single,32,midage,female,0,0,0,0,0,0,0,308013,190907,192181,189877,188205,182325,7000,6615,6401,6503,6393,6051,1
260000,high,graduateschool,single,26,young,female,0,0,0,0,0,0,0,145165,149173,142730,148307,152375,158435,6500,7000,8000,6500,8500,5600,1
200000,high,university,married,42,senior,male,-1,-1,-1,-1,-2,-2,-1,748,49007,11095,0,0,0,49007,11095,0,0,0,53025,1
320000,high,graduateschool,married,40,senior,male,-1,-1,-1,-1,0,-1,-1,10853,33968,86024,232017,15622,7463,34151,86466,232242,3199,7500,30,1
290000,high,university,married,33,midage,male,-1,-1,-1,-1,-1,-1,-1,1300,0,500,1000,3441,2415,0,500,1000,3441,2415,1643,1
50000,low,university,single,25,young,male,0,0,0,0,0,0,0,5832,33559,32774,23113,19852,17308,30074,1800,1000,700,1000,1000,1
20000,low,university,married,45,senior,male,-2,-2,-2,-2,-2,-2,-2,1651,0,390,390,780,0,0,390,390,780,0,0,1
80000,moderate,university,single,24,young,female,2,0,0,0,0,0,0,45647,45248,33696,40092,40946,41588,2039,2000,7000,1482,2501,3082,0
100000,moderate,graduateschool,single,52,senior,female,1,2,2,2,2,2,2,13687,14007,14236,12924,12467,10950,1600,1500,0,700,0,1150,0
10000,low,university,single,23,young,male,0,-1,-1,-1,0,-1,-1,3072,2529,390,9478,8170,953,2535,390,9478,0,953,0,1
20000,low,university,married,28,young,male,0,0,0,2,2,3,1,15226,16658,19374,18766,20859,20247,2000,3300,0,2700,0,500,1
110000,moderate,graduateschool,married,51,senior,female,0,0,0,0,0,0,0,103701,102318,92724,94573,65034,66241,3771,3656,3687,2476,2406,2427,1
30000,low,highschool,married,55,senior,male,3,2,2,7,7,7,5,2395,2395,2395,2395,2395,2395,0,0,0,0,0,0,0
250000,high,graduateschool,single,33,midage,male,-2,-2,-2,-2,-2,-2,-2,5017,22469,-29,-29,-29,-29,22581,0,0,0,0,5821,1
130000,moderate,university,single,25,young,female,0,0,0,0,3,2,1,107594,109896,112064,130239,127980,130305,4023,4030,20000,0,4500,0,0
100000,moderate,university,married,33,midage,female,2,0,0,0,0,0,0,96547,97120,95375,54612,30306,60897,5305,3590,1118,720,50000,4200,1
250000,high,university,married,37,midage,female,0,0,0,-1,0,0,0,59023,102006,56412,37764,23876,16891,45000,2012,72791,16891,0,5617,1
50000,low,university,single,25,young,male,2,2,4,3,2,2,2,42883,47887,46836,45785,47003,48085,6000,0,0,2100,2000,0,1
20000,low,highschool,married,46,senior,male,0,0,0,0,0,0,0,11325,12654,13659,13635,13922,14689,1519,1524,500,507,1000,500,1
70000,moderate,highschool,single,52,senior,female,0,0,0,0,0,0,0,103570,105991,67243,67533,28653,29253,3500,2777,1751,969,1004,938,1
20000,low,university,single,23,young,male,2,2,2,0,0,-2,1,7130,9455,9159,10000,0,0,2455,0,1000,0,0,0,0
20000,low,highschool,married,47,senior,male,2,2,2,2,2,0,2,14328,17196,17418,17608,17187,17528,3114,800,770,0,776,549,0
60000,low,university,married,42,senior,female,0,0,0,0,0,0,0,58899,55834,55993,56675,57550,57545,2579,2047,2024,2180,2321,2500,1
50000,low,university,single,22,young,male,0,0,0,0,0,0,0,22616,21415,20769,21339,19382,18577,1668,1283,853,1000,758,475,1
70000,moderate,highschool,married,57,senior,female,0,0,0,0,0,0,0,67864,65062,66447,49103,45830,46769,2620,2730,1936,1700,1700,2000,1
360000,high,university,married,36,midage,female,0,0,2,0,0,2,1,63389,48359,37054,50009,53984,25258,15000,11,20000,5000,0,37000,1
210000,high,university,married,39,senior,male,-1,-1,-1,-1,0,0,-1,600,169,497,15433,8500,10500,169,497,15436,170,2000,2822,0
10000,low,unknown,single,35,midage,male,3,2,0,0,0,-2,0,10281,9949,8838,8838,0,0,25,4000,0,1000,0,0,1
220000,high,graduateschool,married,48,senior,male,3,2,2,-2,-2,-2,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0
70000,moderate,graduateschool,single,50,senior,male,0,0,0,0,0,0,0,56551,34489,32669,31429,31749,21385,1900,1630,890,1300,762,1000,1
20000,low,graduateschool,married,44,senior,male,0,0,0,0,0,0,0,18091,17237,16419,17144,17855,18567,1600,1600,1300,1000,1000,950,0
80000,moderate,university,single,33,midage,male,2,2,0,0,0,0,1,24928,24229,25832,27394,29922,31879,0,2000,2000,3000,2600,0,0
290000,high,highschool,married,41,senior,male,-1,-1,-1,-1,0,0,-1,7488,5795,9562,21312,16875,13881,5807,9569,21336,5020,3013,12278,1
300000,high,university,married,30,midage,male,-2,-1,-1,-1,-2,-1,-1,900,195,1442,1740,3871,606,195,1542,1748,3890,608,4059,1
50000,low,highschool,married,51,senior,male,1,2,0,0,0,0,0,48091,47028,46672,28478,29074,29671,1,2213,1019,1055,1080,1245,0
70000,moderate,graduateschool,single,34,midage,female,2,2,2,2,2,2,2,43357,44347,43357,46626,47562,48651,2000,0,4000,2000,2000,2000,0
420000,high,graduateschool,married,36,midage,female,-1,-1,-1,-1,-1,-1,-1,0,1493,0,11511,14916,15564,0,0,11511,14916,15564,11339,1
50000,low,university,single,28,young,male,0,0,0,0,0,0,0,23244,24364,25454,26030,26609,27662,1500,1500,1000,1000,1500,1100,1
100000,moderate,university,married,38,midage,female,3,2,2,3,3,3,3,750,750,750,750,750,750,0,0,0,0,0,1500,1
250000,high,university,married,36,midage,female,1,-1,-1,0,0,-1,0,-26,8966,4559,3110,0,664,8992,4563,24,0,664,698,1
180000,moderate,graduateschool,single,32,midage,male,1,-1,-1,-2,-2,-2,-1,0,144,-35,-35,-335,-335,144,0,0,0,0,0,1
80000,moderate,highschool,married,39,senior,female,-1,-1,-1,0,-1,-1,-1,2921,390,6837,7309,2568,2199,780,6837,1000,2568,2199,4067,0
380000,high,graduateschool,married,55,senior,male,0,0,0,0,0,0,0,126880,130324,152869,137442,82800,42083,7000,25390,10000,20000,1659,1600,1
170000,moderate,graduateschool,single,28,young,female,2,2,2,2,2,2,2,131864,133897,129761,138604,136283,145012,5600,0,11000,0,11000,5656,0
30000,low,graduateschool,married,42,senior,male,0,0,-1,-1,-1,-1,-1,28033,17085,200,323,29525,0,1525,200,323,29525,0,0,1
200000,high,graduateschool,married,31,midage,male,0,0,0,0,0,0,0,179063,159466,162739,163555,166452,168398,5000,5100,5000,6000,4500,20000,1
240000,high,university,married,40,senior,male,0,0,0,0,0,0,0,11671,10030,8132,8402,4585,3551,1810,1151,2029,1003,112,173,1
290000,high,university,married,49,senior,female,0,0,0,0,0,0,0,282538,281749,238490,86202,83155,84927,10711,12915,2962,2863,2996,3257,0
260000,high,graduateschool,single,34,midage,male,0,0,0,0,0,-2,0,251267,254332,257628,161545,0,0,12021,11710,7503,0,0,0,1
140000,moderate,university,single,27,young,female,0,0,0,0,0,0,0,136899,139889,142460,142020,139879,140810,5200,6000,5500,5900,5200,5000,1
60000,low,university,married,47,senior,female,0,0,0,0,0,0,0,54532,54203,58199,59152,76006,19604,1970,6000,3000,1000,1000,1000,1
80000,moderate,graduateschool,single,25,young,male,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,low,highschool,married,40,senior,male,1,2,0,0,0,0,0,24091,13698,14908,15033,15705,11616,0,1475,600,1000,500,570,1
50000,low,university,single,23,young,male,2,2,0,0,0,0,1,51246,49758,48456,44116,21247,20066,8,2401,2254,2004,704,707,1
480000,high,graduateschool,married,49,senior,male,-2,-2,-2,-2,-2,-2,-2,63701,-220,38929,339176,33146,37337,0,39149,344261,33312,37511,31383,1
160000,moderate,university,single,25,young,female,-1,-1,0,0,0,0,0,5536,15041,15877,12311,16270,7922,15046,4055,6000,7000,3000,1324,1
10000,low,university,married,30,midage,male,3,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0
200000,high,university,married,45,senior,male,-1,0,-1,-1,0,-1,-1,98974,36829,31707,44433,4155,2114,10000,31727,44626,18,2124,9844,1
200000,high,graduateschool,single,34,midage,male,2,0,0,0,2,2,1,150493,156449,162377,174501,155355,129942,10000,10000,15000,0,10000,0,0
50000,low,university,single,28,young,female,2,2,2,0,0,0,1,45004,48119,42958,37812,15617,9625,3880,10,8656,1044,349,414,0
50000,low,graduateschool,single,31,midage,female,2,2,3,2,0,0,2,48903,53997,52298,50778,48055,45704,6500,0,0,3130,2532,1700,0
140000,moderate,highschool,single,39,senior,male,0,0,0,0,-1,-1,0,115940,100572,10776,10776,1059,0,10000,1000,0,1059,0,0,1
50000,low,highschool,single,47,senior,male,0,0,0,0,0,0,0,48593,48653,15433,15037,10527,10736,1278,1469,463,381,383,398,1
400000,high,university,single,32,midage,female,-2,-2,-2,-2,-2,-2,-2,6464,-270,-770,-761,-2710,187552,1692,0,9,11,194541,7015,0
230000,high,university,married,29,young,female,0,0,0,0,0,0,0,64982,44908,51535,24607,28279,48934,3000,11000,15000,13000,36000,3000,1
50000,low,university,single,22,young,male,0,0,0,0,0,0,0,55100,52440,47080,15718,13674,15145,2372,2149,1203,2000,1716,628,1
20000,low,university,single,26,young,male,0,0,0,0,0,0,0,4491,5906,7298,8515,9869,11196,1500,1500,1500,1500,1500,1500,1
30000,low,highschool,married,59,senior,female,1,2,2,2,2,0,2,28084,29299,28741,30467,29858,28898,1950,200,2492,0,580,0,0
110000,moderate,highschool,married,52,senior,male,0,0,0,0,0,0,0,13962,15219,15424,15479,15989,16276,1500,1545,600,750,700,2000,1
30000,low,university,married,30,midage,male,0,0,0,0,0,0,0,28130,27836,28998,29480,29500,0,1750,2000,1200,1000,0,1500,1
150000,moderate,graduateschool,single,30,midage,male,0,0,0,-1,0,-1,0,2384,4176,5877,1610,1180,2980,2000,2000,2000,1000,3000,0,1
10000,low,highschool,single,23,young,male,0,0,0,0,0,2,0,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,1
180000,moderate,graduateschool,single,30,midage,male,0,0,0,0,0,0,0,139804,136528,57096,52694,50276,52945,7000,6000,3500,3500,3500,3900,1
150000,moderate,university,single,28,young,female,0,0,0,0,0,0,0,25639,16213,18075,19902,5331,9281,2000,2000,2000,1000,3950,0,1
200000,high,university,married,51,senior,male,-1,-1,-1,-1,-1,-1,-1,1690,0,396,792,0,396,0,396,792,0,396,792,0
50000,low,highschool,married,51,senior,female,0,0,0,0,0,0,0,22000,20454,21899,20895,11241,-861,2000,2100,2000,1000,0,39500,0
70000,moderate,university,married,35,midage,male,0,0,0,0,0,0,0,69388,70480,66646,69641,46458,50679,3439,3237,4938,1693,5000,2200,0
310000,high,graduateschool,married,45,senior,male,-2,-2,-2,-2,-2,-2,-2,8964,1168,6495,-16,-16,-16,1174,6527,0,0,0,0,1
120000,moderate,university,single,24,young,female,2,0,0,0,0,0,0,67714,51385,35160,13425,8517,6174,2102,1021,274,3001,1004,4005,0
30000,low,highschool,married,36,midage,male,-1,-1,-1,-1,0,-1,-1,1493,1555,390,780,390,390,1858,390,780,0,390,0,1
220000,high,university,married,32,midage,female,-2,-2,-2,-2,-2,-1,-2,183718,172250,175771,180794,184650,167856,6243,6376,7942,8270,170000,6002,0
500000,high,graduateschool,single,34,midage,male,0,0,0,0,0,0,0,324503,324262,323101,296962,84615,267596,15633,19725,13091,5066,195829,20225,1
100000,moderate,university,single,28,young,female,0,0,0,0,0,0,0,101557,101518,97664,70995,70183,71068,5000,4000,2700,2500,2800,2600,1
20000,low,graduateschool,single,23,young,male,1,2,0,0,2,0,1,18551,17469,18414,20234,18438,18225,0,1576,2396,0,1200,2500,1
320000,high,graduateschool,married,42,senior,female,0,0,2,2,0,0,1,304057,318844,324589,320622,252323,253557,20000,10000,450,7025,7161,8000,0
110000,moderate,graduateschool,single,29,young,male,-1,-1,0,0,0,0,0,750,71015,72517,72537,55600,72442,71022,5000,5000,5000,22000,5000,1
470000,high,university,single,36,midage,female,-1,-1,-1,-1,0,-1,-1,9,89,0,157,157,205430,1960,0,157,0,205430,130,1
120000,moderate,graduateschool,single,28,young,male,0,0,0,0,0,0,0,120942,118576,118240,116142,115087,117647,4585,5923,4533,4200,4433,4241,1
150000,moderate,highschool,single,51,senior,male,-1,-1,-1,-1,-1,-1,-1,3958,3146,2651,2465,4108,4703,3146,2659,2472,4116,4703,4708,1
30000,low,university,married,40,senior,male,1,2,0,0,-1,-1,0,15526,14923,10936,11436,1520,0,0,1000,500,1520,0,0,1
20000,low,university,single,31,midage,male,0,0,0,0,2,2,1,13192,14202,15237,17164,17294,16110,1230,1265,2192,694,0,3134,0
20000,low,graduateschool,single,28,young,male,0,0,0,0,0,0,0,19262,34729,18808,18302,18995,19400,1310,3190,1500,1000,860,900,1
50000,low,university,married,23,young,female,0,0,0,0,0,0,0,5215,6232,7251,8326,9184,10031,1106,1125,1200,1000,1000,1000,0
310000,high,graduateschool,single,33,midage,male,-1,-1,-1,-1,-1,-1,-1,10878,12910,990,0,1715,11936,12910,990,0,1715,11936,277,1
80000,moderate,highschool,married,37,midage,female,0,0,0,0,0,0,0,77480,75329,64228,49103,48649,49701,3000,2500,1800,2000,1800,2000,0
150000,moderate,graduateschool,married,41,senior,male,-1,-1,-1,-1,0,0,-1,390,390,390,15080,780,0,390,390,15080,0,0,0,1
200000,high,graduateschool,married,43,senior,male,-1,-1,-1,-1,-1,-1,-1,1144,2480,3372,1081,2384,6595,2506,3380,1085,2394,6601,29708,1
240000,high,university,married,38,midage,male,2,-1,-1,0,0,-1,0,6848,836,2508,1672,836,563,836,2508,0,0,563,1090,0
80000,moderate,university,married,45,senior,female,3,2,2,0,0,0,1,34282,35006,34144,34820,35553,36258,1567,0,1243,1291,1297,1500,0
220000,high,graduateschool,single,35,midage,male,1,2,0,0,2,2,1,190105,185836,187220,199542,202036,200956,0,6600,15200,7000,2000,15000,0
30000,low,university,single,25,young,male,1,2,2,2,2,2,2,26623,27703,26753,30107,30614,27190,1800,0,4100,900,0,40925,0
360000,high,graduateschool,single,30,midage,male,0,0,0,0,0,0,0,365290,362533,358716,353426,299403,260620,13000,14000,12080,10000,9500,6000,1
500000,high,graduateschool,married,37,midage,male,-1,-1,-1,-1,-1,-1,-1,1961,1188,-150,150,6805,0,1188,0,300,6805,0,0,1
230000,high,university,single,39,senior,male,-1,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,652,326,326,326,326,326,1
590000,high,university,married,29,young,female,-2,-2,-2,-1,0,0,-1,0,0,0,1387,2206,3014,0,0,1387,1000,1000,1000,0
180000,moderate,graduateschool,single,27,young,male,-1,0,0,0,0,0,0,3210,13852,6482,3246,2016,2334,12000,5004,1000,1000,2300,3000,1
50000,low,university,single,26,young,male,2,-1,-1,-1,-1,-1,0,291,291,291,291,291,0,291,291,291,291,0,873,1
50000,low,university,married,25,young,male,0,0,0,0,0,0,0,48213,47750,46153,45572,45412,44985,1800,1700,1585,2000,2000,1600,1
50000,low,university,single,22,young,female,2,2,2,2,2,2,2,36665,40362,39441,41318,13996,14974,4626,0,3003,0,1206,0,0
160000,moderate,highschool,single,38,midage,male,1,-2,-2,-1,0,0,-1,0,0,0,700,700,0,0,0,700,0,0,0,1
10000,low,university,married,45,senior,male,1,2,2,2,2,-2,1,6321,6075,10062,6267,-610,-220,0,4312,0,0,780,1150,1
360000,high,university,single,33,midage,male,-1,-1,-1,0,-1,-1,-1,9582,2119,10549,4409,2567,6234,2139,10580,110,2578,6265,0,1
400000,high,graduateschool,married,34,midage,male,-1,-1,-2,-1,-1,-1,-1,43711,37077,70369,15283,17668,4841,37954,71577,15973,18285,4875,647,1
170000,moderate,university,married,37,midage,female,2,0,0,2,2,2,1,135419,138547,148175,149758,147262,156808,6800,13500,5500,0,12000,0,0
190000,moderate,university,single,33,midage,male,0,0,0,0,0,0,0,176028,166336,162100,155584,157988,154366,7063,8004,5500,7000,6000,5000,1
440000,high,graduateschool,single,28,young,female,0,0,0,0,0,0,0,67594,64042,62021,59545,48225,40049,3000,3000,5000,3000,3000,3000,1
30000,low,university,married,23,young,male,2,2,2,2,2,2,2,27172,28224,29276,28635,30127,30525,1800,1800,150,2250,1000,0,0
20000,low,university,single,56,senior,male,5,4,3,2,2,-2,2,19977,19375,18405,17680,18000,19000,0,0,0,1500,1000,1000,1
160000,moderate,university,single,28,young,male,1,2,2,2,2,2,2,162761,164692,159948,161469,162129,154704,6000,14,12000,6000,0,11318,1
50000,low,university,married,36,midage,female,0,0,0,0,0,0,0,30803,30578,30362,30764,30065,30179,1477,1546,1453,1039,1066,1421,1
20000,low,university,single,24,young,male,0,0,2,0,0,0,0,14558,17212,16635,16678,17268,17563,3200,0,600,1840,800,626,1
150000,moderate,university,single,27,young,female,1,-2,-2,-2,-1,-1,-1,0,0,0,0,699,1170,0,0,0,699,1170,1173,1
110000,moderate,university,single,34,midage,male,0,0,0,0,0,2,0,107430,109660,111387,111631,111657,109756,5500,5000,4300,12700,0,4500,0
360000,high,university,single,37,midage,male,-2,-2,-2,-2,-2,-2,-2,880,22311,-447,-6146,13461,0,22311,26,0,25461,0,0,1
280000,high,graduateschool,single,31,midage,male,1,-1,2,2,-1,-1,0,0,3405,2973,0,962,3481,3405,0,0,962,3481,9,1
140000,moderate,university,single,26,young,female,-1,0,0,0,0,0,0,9589,78122,79327,117859,120556,122894,70000,3100,40000,4600,4500,4800,1
10000,low,university,single,29,young,male,2,2,0,0,2,2,1,5948,5716,7132,8477,8292,9861,0,1500,1500,0,1604,212,0
520000,high,university,single,42,senior,female,0,0,0,0,0,0,0,437492,405442,381086,353074,330171,324386,14710,14200,12300,11200,11200,11200,1
150000,moderate,university,married,32,midage,male,0,0,0,0,0,0,0,143706,140120,138520,139329,142149,111435,6010,5007,5016,10101,5006,4015,0
130000,moderate,graduateschool,single,29,young,male,0,0,-2,-2,-2,-2,-1,120000,0,0,0,0,0,0,0,0,0,0,0,1
260000,high,graduateschool,single,32,midage,male,-1,-1,-1,2,-1,0,0,2112,728,100,100,499,499,733,100,0,499,0,0,1
500000,high,university,married,31,midage,male,0,0,0,0,0,-2,0,12988,7289,3823,4444,-232,-2701,1122,1077,3023,54,13,168816,1
20000,low,highschool,single,39,senior,female,0,0,0,2,2,3,1,8720,12241,16020,16457,20906,20289,4000,4000,1000,4750,0,600,0
150000,moderate,university,married,55,senior,male,1,2,2,0,0,0,1,76516,78505,76652,77688,79440,81126,3800,0,2800,3000,3000,3200,0
360000,high,university,married,37,midage,female,-2,-2,-2,-2,-2,-2,-2,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,1
200000,high,university,married,42,senior,male,0,0,0,0,0,0,0,76929,74701,69669,13877,9789,116868,5000,4070,3000,2078,115000,6000,1
240000,high,university,married,48,senior,male,0,-1,-1,-2,-1,-1,-1,3972,783,0,0,3853,29252,783,0,0,3853,29252,16747,0
180000,moderate,university,single,32,midage,male,1,2,0,0,0,0,0,173179,168499,170856,177544,172432,173940,0,7326,10000,7000,8000,10000,1
50000,low,university,single,23,young,female,0,0,0,0,0,0,0,46968,36912,32616,29788,27562,26129,1600,1500,1500,1200,1078,951,1
50000,low,graduateschool,married,47,senior,male,0,0,0,0,0,0,0,49550,51636,53561,53283,53057,52908,2743,2668,1712,1762,1894,1670,1
90000,moderate,graduateschool,single,28,young,female,0,0,2,2,2,2,1,87916,87459,88183,91204,89687,91060,5800,5400,5804,0,6700,0,0
100000,moderate,graduateschool,single,31,midage,male,1,2,2,0,0,2,1,20505,22553,21904,23531,24636,25592,2700,0,2000,1500,1500,0,1
460000,high,graduateschool,single,29,young,male,0,0,0,0,0,0,0,410033,385394,325663,324067,324749,327929,16088,13039,11127,11017,11110,11113,1
300000,high,university,married,29,young,male,-1,-1,-2,-2,-2,-2,-2,1874,-200,-200,-200,-200,-200,0,0,0,0,0,0,1
20000,low,highschool,married,48,senior,female,0,0,0,0,0,0,0,14203,15215,16544,17250,17604,19993,1252,1581,1287,641,2684,0,1
360000,high,graduateschool,married,41,senior,female,1,-1,-1,-2,-1,-1,-1,0,105,0,0,71,77,105,0,0,71,77,100,0
130000,moderate,university,single,28,young,male,0,0,0,0,0,0,0,101546,88549,74624,76133,77648,79370,3000,2709,2750,2767,2961,2913,1
430000,high,graduateschool,single,33,midage,female,0,0,0,0,2,2,1,40984,37873,34499,28300,24237,12860,10000,5000,10000,0,4000,10000,1
50000,low,highschool,married,47,senior,female,1,3,2,2,2,5,2,28164,27432,28668,29191,35551,34420,0,2000,1300,7000,0,0,0
70000,moderate,university,single,29,young,male,0,0,0,0,-1,-1,0,58305,61710,64114,66775,161,5746,5000,4000,5000,161,5800,1500,1
180000,moderate,university,single,24,young,female,0,0,0,0,-1,0,0,8031,9269,9029,11186,23320,6666,2009,2626,3000,23320,1000,1000,0
110000,moderate,graduateschool,married,50,senior,male,0,0,0,0,0,0,0,36802,38210,40259,41585,42913,44197,2000,3000,2000,2000,2000,2000,1
200000,high,graduateschool,married,35,midage,female,1,2,0,0,0,0,0,205002,195441,192803,304997,188504,189527,41,8597,8583,6880,7235,6839,0
80000,moderate,university,married,46,senior,female,0,0,0,0,0,0,0,76270,77376,38556,34345,36020,38420,3400,3000,3000,3000,3000,3000,1
170000,moderate,university,single,33,midage,male,-1,-1,-1,-1,-1,-1,-1,2164,165,165,0,4841,95,165,165,0,4841,95,531,1
180000,moderate,highschool,married,37,midage,female,0,0,0,0,0,0,0,165369,125084,119946,114977,88757,84936,4402,4971,4750,2997,3133,3180,1
180000,moderate,university,married,32,midage,female,2,2,2,2,2,0,2,13286,15548,15009,17752,17172,18732,2800,0,3000,0,2000,5000,0
80000,moderate,graduateschool,single,23,young,male,-1,-1,-1,-1,0,0,-1,444,444,444,888,888,444,444,444,888,444,0,1038,1
50000,low,university,single,25,young,male,0,0,4,3,2,2,2,29206,53086,51981,50805,51518,50713,25000,0,0,1800,108,2400,1
300000,high,university,single,31,midage,male,0,0,0,-1,-1,-1,0,62198,35674,34979,510,2166,765,1600,2600,510,903,765,773,1
50000,low,university,single,25,young,female,3,3,2,2,2,2,2,35592,36518,36822,37421,38424,39035,1800,1200,1500,1750,1390,0,0
20000,low,university,single,22,young,male,0,0,0,0,0,0,0,4341,5356,6376,7382,7375,7531,1245,1265,1271,264,275,900,1
50000,low,highschool,married,39,senior,female,2,2,2,2,2,0,2,31063,32051,33239,33571,32732,33416,1800,2000,1171,0,1211,1221,0
390000,high,graduateschool,single,27,young,male,0,0,0,0,0,0,0,59917,73806,75614,77358,86007,88601,15000,3000,3000,10000,4000,4000,1
10000,low,university,married,29,young,male,0,0,0,0,0,0,0,9406,9968,9385,5163,780,0,3009,2000,2009,0,0,0,1
180000,moderate,graduateschool,married,46,senior,female,1,2,2,2,2,2,2,82505,86302,84020,97554,95878,112141,6000,0,15000,0,18000,0,1
230000,high,university,single,24,young,female,-1,-1,-2,-1,0,-1,-1,2360,0,0,4135,814,2294,0,0,4135,0,2294,7368,1
60000,low,graduateschool,single,24,young,female,2,2,2,2,2,3,2,37356,41624,40655,43974,46625,45590,5200,0,4000,3500,0,0,0
30000,low,university,single,33,midage,female,0,0,0,0,0,0,0,25498,26149,26716,26918,27089,26277,1451,1408,1000,964,1136,716,0
30000,low,university,married,40,senior,female,2,2,3,3,2,2,2,27975,29906,30604,29834,29936,29862,2700,1500,0,1100,1000,0,0
500000,high,highschool,married,46,senior,male,-1,-1,-1,-1,-1,-1,-1,4031,3684,7544,14459,9736,9123,3709,7594,14484,9762,9142,17241,1
50000,low,highschool,married,24,young,male,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
110000,moderate,graduateschool,single,29,young,female,0,0,0,0,0,0,0,48123,49537,50422,50990,52014,53206,2500,2500,2000,2000,2057,2500,1
20000,low,university,single,24,young,male,0,0,0,0,0,0,0,10534,8864,6741,3820,16945,17509,1300,1305,500,13500,1000,1500,1
20000,low,university,married,27,young,female,0,0,0,0,-1,-1,0,10489,8652,7143,6044,780,116,1222,1200,1004,780,116,806,0
110000,moderate,university,single,36,midage,female,1,-1,-1,-2,-2,-2,-1,0,780,0,0,0,0,780,0,0,0,0,0,1
180000,moderate,graduateschool,single,40,senior,male,0,0,0,0,0,0,0,93648,92017,87173,83205,84996,89723,4246,3000,3100,3200,7500,2916,1
170000,moderate,university,single,31,midage,male,0,-1,0,0,0,0,0,172012,167929,116189,192082,120077,92593,168019,5000,6000,7125,5000,4500,1
150000,moderate,university,single,28,young,male,2,0,0,0,0,0,0,148095,143845,132677,86265,88390,90599,8000,5300,3500,5000,4000,3000,1
230000,high,graduateschool,single,42,senior,female,-1,-1,-1,-1,-1,2,0,326,326,326,1458,952,476,326,326,1458,952,0,326,1
400000,high,university,single,35,midage,male,0,0,-2,-1,0,0,0,11052,0,0,53826,55061,71541,0,0,53826,1642,20000,1256,1
50000,low,graduateschool,single,27,young,male,-1,-1,-1,-1,-1,-1,-1,658,4160,3225,656,176,0,4179,3225,656,176,0,476,1
170000,moderate,university,single,23,young,female,-1,0,0,0,0,0,0,32192,32555,32292,32372,31202,31688,1608,2301,2379,2202,2688,2110,1
30000,low,university,single,28,young,female,2,2,2,2,2,2,2,20218,19607,21778,22124,22622,23002,0,2500,1000,1000,900,900,1
390000,high,graduateschool,married,36,midage,male,-2,-2,-2,-2,-1,-1,-2,3931,3625,1600,3815,8330,4765,3625,1600,3315,11645,4765,2171,0
90000,moderate,university,married,44,senior,male,2,0,0,0,0,0,0,89875,92338,87511,47796,48306,49054,4000,4200,1700,1800,2083,1827,0
